CHIA_IMPACT,SECOND_HAND,base_price,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,brand,product,drive_type,drive_subtype,capacity
0,0,14076.451612903225,1.0,0.9925949145384487,1.006799275843894,1.4183806555598841,1.299830419139721,1.7067724637349038,1.7488347044938928,1.62584274812659,1.4291906715249292,1.8043953525677752,Samsung Electronics,970 evo,ssd,nvme,1tb
0,0,88286.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714835874317559,0.4021387967112749,0.4179598124277915,0.46392479573351414,Samsung Electronics,970 evo,ssd,nvme,2tb
0,0,3407.967741935484,1.0,1.0308300959123982,1.0133463325981806,1.0538734338567746,1.3408994103003398,1.1389192310240708,1.1432506365538064,1.1138224464490236,1.0811428625517052,1.0789042755591736,SanDisk,ssd plus,ssd,sata,256gb
0,0,5465.806451612903,1.0,1.0072752259544044,1.0084218602455146,1.0451034781240163,1.073707507082153,1.0451034781240163,1.0768944759206798,1.0771836638338055,1.0582640856153602,1.050112134088763,SanDisk,ssd plus,ssd,sata,512gb
0,0,9648.354838709678,1.0,0.959297518786183,0.9801704452371958,0.9882893846741937,1.0356738070003577,0.99242134989864,1.0147777157396045,0.9863891219963958,0.9326978692673663,0.9103039461850424,SanDisk,ssd plus,ssd,sata,1tb
0,0,18902.225806451614,1.0,1.0051197247635966,1.0085328746059945,1.0262812537864632,1.051197247635967,1.0555635195718545,1.057639567963493,1.0541837537480652,1.0509697043131405,0.9642438422510405,SanDisk,ssd plus,ssd,sata,2tb
0,0,4526.419354838709,1.0,0.9702718194155563,0.9939423741617316,1.0160348919248285,0.9939423741617316,1.001321275094606,1.0644958986309765,1.2583399254555692,1.0914513833954538,0.9826751901025521,SanDisk,ultra 3d nand,ssd,sata,256gb
0,0,6305.451612903225,1.0,0.9740550748638989,1.008952826279359,1.0540878604791553,1.0306954043863734,0.9498130138282798,1.0969565506550911,1.2590334017158733,0.9593550213418327,0.8650118433101924,SanDisk,ultra 3d nand,ssd,sata,512gb
0,0,10960.290322580646,1.0,1.0146107670631683,0.974983003158028,0.986500632292332,0.9932306949721723,0.9442237716409286,0.9917591069226444,0.969685286179728,0.8864424555114405,0.8666741227127842,SanDisk,ultra 3d nand,ssd,sata,1tb
0,0,22188.870967741936,1.0,0.9109634297926161,0.988531013076884,0.9147498624952448,0.9449913135762624,0.9384674580156186,0.9329001024925311,0.9247472214347501,0.9013076883936295,0.8537700532815783,SanDisk,ultra 3d nand,ssd,sata,2tb
0,0,49708.48387096774,1.0,0.9210586404178982,0.9366928342860925,0.9125001703480227,0.9104430151794689,0.9106346269616251,0.9208326221979373,0.9091516149317017,0.8097008169566693,0.7845542040918568,SanDisk,ultra 3d nand,ssd,sata,4tb
0,0,9676.41935483871,1.0,0.9817238257477082,0.9878987495374522,0.8259701280243402,0.7749767475972517,0.8356293483659978,0.8326127033126757,0.8344042520757448,1.0,1.0,Seagate,firecuda 120,ssd,sata,512gb
0,0,19561.709677419356,1.0,1.0158657784145693,1.0350685094152006,1.0485995517906113,1.0647627936736184,0.8294861202953542,0.8315603392407485,0.9057836820780556,0.8914660470669328,0.8347330944422365,Seagate,firecuda 120,ssd,sata,1tb
0,0,33250.51612903226,1.0,1.0820455023601034,1.014749225333393,0.95452152412219,0.8957998226561605,0.8220173152781524,0.7922709907001201,0.8056328982523677,0.811926243848426,0.8119873957813898,Seagate,firecuda 120,ssd,sata,2tb
0,0,65815.67741935483,1.0,0.9944314354528169,0.9829945409614144,0.9017603251047485,0.9147271509974583,0.9392751963858662,0.9305607155075318,0.9104385365581101,0.9311535245548909,0.8847112610683012,Seagate,firecuda 120,ssd,sata,4tb
